ads_name,property_type,apartment_name,area,region,city,latitude,longitude,bedrooms,bathrooms,size,is_furnished,capacity,rating,yearly_price,property_management_type
Modern and Nice 2BR at Royal Mediterania Garden Apartment By Travelio,apartment,Apartemen Royal Mediterania Garden,Tanjung Duren,DKI Jakarta,Jakarta,-6.176534297215603,106.78966283798218,2,1,52.59,Full Furnished,4,5.0,73332887,TPM
2BR Casablanca Mansion Apartment near Kokas By Travelio,apartment,Apartemen Casablanca Mansion,Casablanca,DKI Jakarta,Jakarta,-6.2231877539669895,106.84648275375366,2,2,64.0,Full Furnished,4,4.6,75015000,TPM
Great Deal 2BR Apartment Springhill Terrace Residence By Travelio,apartment,Apartemen Springhill Terrace Residence,Kemayoran,DKI Jakarta,Jakarta,-6.1497125628200715,106.85122489929199,2,2,99.0,Full Furnished,4,5.0,68377105,TPM
Comfy 1BR L'Avenue Apartment By Travelio,apartment,Apartemen L'Avenue Pancoran,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.248592628891698,106.84432625770569,1,1,68.0,Full Furnished,2,4.9,88361913,TPM
Nice and Comfortable Studio Vasaka Solterra Apartment By Travelio,apartment,Apartemen Vasaka Solterra,Pasar Minggu,DKI Jakarta,Jakarta,-6.275702600079762,106.83159112930298,Studio,1,19.61,Full Furnished,1,,40625000,TPM
Enjoy 1BR Apartment at Pancoran Riverside By Travelio,apartment,Apartemen Pancoran Riverside,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.251460865331976,106.86169993132353,1,1,31.0,Full Furnished,2,5.0,32324168,TPM
Nice and Comfort Studio at Signature Park Grande Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,Studio,1,25.96,Full Furnished,2,5.0,41467286,TPM
Cozy Living and Homey 2BR Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Full Furnished,3,,45000000,TPM
Homey and Tidy 2BR at Green Park View Apartment By Travelio,apartment,Apartemen Green Park View,Duri Kosambi,DKI Jakarta,Jakarta,-6.155526,106.719291,2,1,33.75,Full Furnished,3,5.0,29300000,TPM
2BR Unfurnished Apartment at 17th Floor Tokyo Riverside PIK 2 By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Unfurnished,4,,17000000,REALTY
Unfurnished Studio with AC at 3rd Floor Pakubuwono Terrace Apartment By Travelio,apartment,Apartemen Pakubuwono Terrace,Kebayoran Lama,DKI Jakarta,Jakarta,-6.23771278462011,106.76970854401588,Studio,1,22.9,Unfurnished,2,5.0,25499999,REALTY
Minimalist and Comfort Stay 2BR at Sudirman Park Apartment By Travelio,apartment,Apartemen Sudirman Park,Sudirman,DKI Jakarta,Jakarta,-6.205391877764738,106.81696772575378,2,1,46.68,Full Furnished,3,5.0,66050000,TPM
Comfort 1BR at Gandaria Heights Apartment By Travelio,apartment,Apartemen Gandaria Heights,Gandaria,DKI Jakarta,Jakarta,-6.24408,106.784516,1,1,40.0,Full Furnished,2,5.0,101000000,TPM
Homey and Nice 2BR at City Home Gading Riverview (MOI) Apartment By Travelio,apartment,Apartemen City Home Gading Riverview (MOI),Kelapa Gading,DKI Jakarta,Jakarta,-6.150357921710942,106.89038515090942,2,1,45.0,Full Furnished,3,,55714286,TPM
Nice Studio Room at Tifolia Apartment By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,Studio,1,21.0,Full Furnished,2,5.0,39000000,TPM
Comfy and Tidy Studio Apartment at Tamansari Sudirman By Travelio,apartment,Apartemen Tamansari Sudirman,Karet Kuningan,DKI Jakarta,Jakarta,-6.21641104648269,106.82132765650749,Studio,1,28.8,Full Furnished,2,5.0,49000000,TPM
Mini Studio Room Apartment at Tifolia By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,Studio,1,21.0,Full Furnished,2,4.9,30635526,TPM
Cozy 2BR Apartment at The Mansion Kemayoran By Travelio,apartment,Apartemen The Mansion Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.148443176931242,106.85455620288849,2,1,73.0,Full Furnished,4,4.9,69687940,TPM
Comfort 3BR at Casablanca Mansion Apartment By Travelio,apartment,Apartemen Casablanca Mansion,Casablanca,DKI Jakarta,Jakarta,-6.2231877539669895,106.84648275375366,3,2,62.5,Full Furnished,4,,81700000,TPM
Homey 2BR at Green Pramuka City Apartment with Mall Access By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,4,4.9,35242857,TPM
Comfortable Studio at Puri Mansion Apartment near Puri Mall By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,Studio,1,26.0,Full Furnished,2,,35000000,TPM
Nice and Cozy Studio at Tifolia Apartment By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,Studio,1,21.0,Full Furnished,2,5.0,31505526,TPM
Unfurnished Studio at 37th Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042587,106.692609,Studio,1,21.0,Unfurnished,2,,10000000,REALTY
Minimalist Studio Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Unfurnished,2,,10000000,REALTY
Comfortable 1BR at Nifarro Park Apartment By Travelio,apartment,Apartemen Nifarro Park,Pasar Minggu,DKI Jakarta,Jakarta,-6.263363578451597,106.84415861964226,1,1,26.0,Full Furnished,2,5.0,45000000,TPM
Best Location 2BR Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,36.0,Full Furnished,4,4.8,34328571,TPM
Elegant and Spacious 1BR at Citralake Suites Apartment By Travelio,apartment,Apartemen CitraLake Suites,Kalideres,DKI Jakarta,Jakarta,-6.128143480872805,106.7124409007257,1,1,52.89,Full Furnished,2,4.9,70000000,TPM
Studio Unfurnished with AC at 31st Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Unfurnished,2,,12500000,REALTY
Homey and Modern 2BR at The Mansion Kemayoran Apartment By Travelio,apartment,Apartemen The Mansion Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.148443176931242,106.85455620288849,2,1,49.0,Full Furnished,3,,61206220,TPM
Warm and Simply Studio Room West Vista Apartment By Travelio,apartment,Apartemen West Vista,Duri Kosambi,DKI Jakarta,Jakarta,-6.158109,106.726681,Studio,1,30.68,Full Furnished,2,5.0,35554402,TPM
Fully Furnished and Cozy Studio Tifolia Apartment By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,Studio,1,21.0,Full Furnished,2,5.0,30835526,TPM
Elegant 2BR at 18th Floor Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,30.47,Full Furnished,3,4.9,37832500,TPM
Spacious 2BR GP Plaza Apartment By Travelio,apartment,Apartemen GP Plaza,Tanah Abang,DKI Jakarta,Jakarta,-6.202714711585921,106.7994099855423,2,1,48.0,Full Furnished,4,4.9,65539151,TPM
High Floor and Simple 1BR at The Mansion Apartment Kemayoran By Travelio,apartment,Apartemen The Mansion Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.148443176931242,106.85455620288849,1,1,29.0,Full Furnished,2,5.0,47320256,TPM
Simple and Homey Studio Green Sedayu Apartment By Travelio,apartment,Apartemen Green Sedayu,Cengkareng,DKI Jakarta,Jakarta,-6.138852,106.728721,Studio,1,28.0,Full Furnished,2,,42625000,TPM
2BR Unfurnished with AC Apartment at Gading Nias Residence By Travelio,apartment,Apartemen Gading Nias Residence,Kelapa Gading,DKI Jakarta,Jakarta,-6.153792,106.917229,2,1,30.0,Unfurnished,4,,26000000,REALTY
Comfortable Design Studio Apartment Ciputra International By Travelio,apartment,Apartemen Ciputra International,Cengkareng,DKI Jakarta,Jakarta,-6.173138321442086,106.7304839193821,Studio,1,25.59,Full Furnished,2,5.0,44835094,TPM
Elegant and Warm 1BR at Gold Coast Apartment By Travelio,apartment,Apartemen Gold Coast,Pantai Indah Kapuk,DKI Jakarta,Jakarta,-6.10186,106.738439,1,1,34.0,Full Furnished,2,5.0,125000000,TPM
Elegant and Tidy Studio at Pakubuwono Terrace Apartment By Travelio,apartment,Apartemen Pakubuwono Terrace,Kebayoran Lama,DKI Jakarta,Jakarta,-6.23771278462011,106.76970854401588,Studio,1,22.9,Full Furnished,2,4.7,34000000,TPM
City View 1BR Apartment at Woodland Park Residence By Travelio,apartment,Apartemen Woodland Park Residence,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.255375586080595,106.85642838478088,1,1,39.1,Full Furnished,2,4.9,58000000,TPM
Cozy Stay 2BR Bassura City Apartment near Mall By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,3,5.0,38432500,TPM
Cozy Stay and Tidy 1BR at Bellezza Apartment By Travelio,apartment,Apartemen Belleza,Permata Hijau,DKI Jakarta,Jakarta,-6.2218172209213325,106.78265690803528,1,1,75.0,Full Furnished,2,5.0,88218000,TPM
Simple and Cozy Studio Room at Bintaro Park View Apartment By Travelio,apartment,Apartemen Bintaro Park View,Pesanggrahan,DKI Jakarta,Jakarta,-6.258020488936037,106.75871551036835,Studio,1,22.3,Full Furnished,2,5.0,29556818,TPM
Simple and Cozy 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,4,4.9,34075714,TPM
Simply Studio Unfurnished with AC at Tifolia Apartment By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175344974844649,106.89266100525856,Studio,1,21.0,Unfurnished,2,,24000000,REALTY
Comfort Living and Warm 2BR Signature Park Tebet Apartment By Travelio,apartment,Apartemen Signature Park Tebet,Tebet,DKI Jakarta,Jakarta,-6.242609475744002,106.85457229614258,2,1,38.5,Full Furnished,3,5.0,60364241,TPM
Comfort and Elegant 2BR at Puri Park View Apartment By Travelio,apartment,Apartemen Puri Park View,Kembangan,DKI Jakarta,Jakarta,-6.193067201213606,106.75673604011536,2,1,35.0,Full Furnished,3,5.0,35799242,TPM
Comfort and Modern Look 2BR at Essence Dharmawangsa Apartment By Travelio,apartment,Apartemen Essence Dharmawangsa,Kebayoran Baru,DKI Jakarta,Jakarta,-6.258265781667675,106.80484414100647,2,1,56.41,Full Furnished,3,,89250000,TPM
Nice and Comfortable 2BR at 20th Floor Tokyo Riverside Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042278788605511,106.69157981872559,2,1,36.0,Full Furnished,4,,40250000,TPM
1BR Apartment Puri Orchard Cedar Heights By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,1,1,35.2,Full Furnished,2,4.9,35910000,TPM
Scenic 2BR with City View at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,39.99,Full Furnished,3,5.0,39837500,TPM
Nice and Cozy 2BR at Hampton Park Apartment with Working Space By Travelio,apartment,Apartemen Hampton Park,Cilandak Barat,DKI Jakarta,Jakarta,-6.281790243078988,106.7907337581201,2,2,84.4,Full Furnished,3,,109000000,TPM
Cozy Stay Studio Room at Gold Coast Apartment By Travelio,apartment,Apartemen Gold Coast,Pantai Indah Kapuk,DKI Jakarta,Jakarta,-6.10186,106.738439,Studio,1,28.0,Full Furnished,2,5.0,63147706,TPM
Best Deal and Modern 2BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,30.25,Full Furnished,4,,36587500,TPM
Comfy and Tidy Studio Amethyst Apartment By Travelio,apartment,Apartemen Amethyst,Gunung Sahari,DKI Jakarta,Jakarta,-6.144852,106.838775,Studio,1,31.0,Full Furnished,2,5.0,35382407,TPM
Tranquil 2BR at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,3,4.9,33517857,TPM
2BR Unfurnished with AC 28th Floor Puri Mansion Apartment By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,2,2,49.0,Unfurnished,4,,44599999,REALTY
Cozy Studio Unfurnished at T Plaza Apartment By Travelio,apartment,Apartemen T Plaza,Tanah Abang,DKI Jakarta,Jakarta,-6.202444061061056,106.8075692653656,Studio,1,21.02,Unfurnished,2,,25499999,REALTY
Nice Studio Unfurnished Apartment with AC at Vittoria Residence By Travelio,apartment,Apartemen Vittoria Residence,Cengkareng,DKI Jakarta,Jakarta,-6.15721681158754,106.73606425523758,Studio,1,17.71,Unfurnished,2,,20000000,REALTY
Homey Living Studio at Signature Park Grande Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,Studio,1,26.51,Full Furnished,2,5.0,41671571,TPM
Elegant and Comfy Studio Loft Apple 1 Condovilla Apartment By Travelio,apartment,Apartemen Apple 1 Condovilla,Pasar Minggu,DKI Jakarta,Jakarta,-6.2918448011251655,106.82857632637024,Studio,1,20.96,Full Furnished,2,5.0,50000000,TPM
Warm and Homey 1BR at Cervino Village Casablanca Apartment By Travelio,apartment,Apartemen Cervino Village Casablanca,Tebet,DKI Jakarta,Jakarta,-6.224835588576736,106.85109615325928,1,1,45.63,Full Furnished,2,5.0,59020774,TPM
Comfy and Clean 2BR Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,28.25,Full Furnished,4,4.9,32557143,TPM
Nice and Comfy Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,Studio,1,21.0,Full Furnished,1,,20200000,TPM
Best Studio Unfurnished at 8th Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042012057741492,106.69258296489716,Studio,1,21.0,Unfurnished,2,,10000000,REALTY
Comfy 2BR Apartment at Bassura City By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,29.51,Full Furnished,3,5.0,36152500,TPM
Cozy Designed Studio at 31st Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Full Furnished,1,,19700000,TPM
Comfortable Studio Room Apartment at Signature Park Grande By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,Studio,1,25.96,Full Furnished,2,5.0,41467286,TPM
Warm and Minimalist 3BR Apartment at Metro Park Residence By Travelio,apartment,Apartemen Metro Park Residence Kebun Jeruk,Kebon Jeruk,DKI Jakarta,Jakarta,-6.186254107437438,106.75765335559845,3,2,88.0,Full Furnished,4,5.0,73000000,TPM
Spacious and Homey Combined Unit 3BR Kemang Village Apartment By Travelio,apartment,Apartemen Kemang Village,Kemang,DKI Jakarta,Jakarta,-6.261541,106.812593,3,3,222.3,Full Furnished,6,,210189796,TPM
Elegant and Comfortable 2BR Kuningan Place Apartment By Travelio,apartment,Apartemen Kuningan Place,Menteng Atas,DKI Jakarta,Jakarta,-6.212831341830337,106.83535695075989,2,2,77.81,Full Furnished,3,,84587840,TPM
Cozy 2BR at The Empyreal Epicentrum Kuningan Apartment By Travelio,apartment,Apartemen The Empyreal Epicentrum Kuningan,Epicentrum,DKI Jakarta,Jakarta,-6.218660181786843,106.83386564254761,2,2,86.84,Full Furnished,3,5.0,124828244,TPM
Lush 3BR Residence at Grand Palace Kemayoran Apartment By Travelio,apartment,Apartemen Grand Palace Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.160694224255892,106.85292541980743,3,2,91.4,Full Furnished,4,5.0,56186902,TPM
Modern Look and Comfortable 1BR Gold Coast Apartment PIK By Travelio,apartment,Apartemen Gold Coast,Pantai Indah Kapuk,DKI Jakarta,Jakarta,-6.10186,106.738439,1,1,51.0,Full Furnished,2,5.0,148800000,TPM
Great Location Studio at Ciputra World 2 Apartment By Travelio,apartment,Apartemen Ciputra World 2,Karet Kuningan,DKI Jakarta,Jakarta,-6.221945208594415,106.81944072246552,Studio,1,23.82,Full Furnished,2,5.0,86151254,TPM
Comfort and Simply Studio Room at Kemang Village Apartment By Travelio,apartment,Apartemen Kemang Village,Kemang,DKI Jakarta,Jakarta,-6.261401779491484,106.81266077354123,Studio,1,43.3,Full Furnished,2,5.0,89375000,TPM
Cozy and Modern Signature Park Grande Studio Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,Studio,1,25.16,Full Furnished,2,5.0,40920143,TPM
New Furnished and Homey 2BR Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Full Furnished,3,,26349999,TPM
New and Homey Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Full Furnished,2,,23500000,TPM
Nice and Elegant 2BR with City View at Green Bay Pluit Apartment By Travelio,apartment,Apartemen Green Bay Pluit,Pluit,DKI Jakarta,Jakarta,-6.108615992663808,106.77899301052094,2,1,35.5,Full Furnished,4,5.0,37000000,TPM
Spacious 1BR Pancoran Riverside Apartment near Kalibata City By Travelio,apartment,Apartemen Pancoran Riverside,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.251460865331976,106.86169993132353,1,1,33.5,Full Furnished,2,4.7,35000000,TPM
Modern Studio (No Kitchen) Apartment at Osaka Riverview PIK 2 By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057854309284673,106.6785603761673,Studio,1,14.16,Full Furnished,2,,15434286,TPM
Full Furnished Studio Room Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,Studio,1,21.0,Full Furnished,2,,20300000,TPM
1BR Unfurnished with AC at High Floor Puri Mansion Apartment By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,1,1,37.0,Unfurnished,2,5.0,30999999,REALTY
Comfortable Studio at 8th Floor Green Bay Pluit Apartment By Travelio,apartment,Apartemen Green Bay Pluit,Pluit,DKI Jakarta,Jakarta,-6.108615992663808,106.77899301052094,Studio,1,22.0,Full Furnished,2,5.0,31619786,TPM
Good Deal and Homey 2BR Osaka Riverview Apartment without Living Room By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057847,106.678564,2,1,26.0,Full Furnished,3,,22534109,TPM
Spacious and Elegant 3BR Apartment Permata Hijau Residence By Travelio,apartment,Apartemen Permata Hijau Residence,Permata Hijau,DKI Jakarta,Jakarta,-6.2245849473998165,106.78720593452454,3,2,108.86,Full Furnished,5,,129184544,TPM
Nice and Elegant 2BR Apartment at Gallery West Residence By Travelio,apartment,Apartemen Gallery West Residence,Kebon Jeruk,DKI Jakarta,Jakarta,-6.192699216397505,106.76755607128143,2,2,102.0,Full Furnished,4,,84644495,TPM
Unfurnished Studio at 2nd Floor Puri Orchard Apartment with AC By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,Studio,1,26.0,Unfurnished,2,5.0,26700000,REALTY
Warm and Comfortable Studio Room at Tifolia Apartment By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,Studio,1,21.0,Full Furnished,2,5.0,30635526,TPM
Modern and Cozy Studio Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,33.0,Full Furnished,2,4.9,58000000,TPM
Comfy 2BR Apartment Salemba Residence By Travelio,apartment,Apartemen Salemba Residence,Salemba,DKI Jakarta,Jakarta,-6.19554709219873,106.85599386692047,2,1,46.3,Full Furnished,4,4.8,50000000,TPM
2BR Comfy Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,30.35,Full Furnished,4,5.0,39649500,TPM
Cozy and Nice Studio Loft Apartment at Apple 1 Condovilla By Travelio,apartment,Apartemen Apple 1 Condovilla,Pasar Minggu,DKI Jakarta,Jakarta,-6.2918448011251655,106.82857632637024,Studio,1,20.96,Full Furnished,2,5.0,49443219,TPM
Cozy Studio at 7th Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,Studio,1,21.0,Full Furnished,2,,35000000,TPM
